Tm,W,L,WinP_Tm,player_id,salary,player_name,Age,Pos,G,GS,MP,TrV,EFF,Tm_use_total,eFGp,PTS_per_MP,PTS_per_game,TRB_MP,TRB,FG,FGA,FGp,X3P,X3PA,X3Pp,X2P,X2PA,X2Pp,FT,FTA,FTp,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FTF,Tm_FGA,Tm_MP,Tm_FTA,Tm_G,Tm_TOV,ASTTOVR,FG_MP,FGA_MP,FGp_MP,X3P_MP,X3PA_MP,X3Pp_MP,X2P_MP,X2PA_MP,X2Pp_MP,FT_MP,FTA_MP,FTp_MP,ORB_MP,DRB_MP,AST_MP,STL_MP,BLK_MP,TOV_MP,PF_MP,FTF_MP,Creds,ApproxV,TOT
IND,48,34,58.536585365853654,453,752250,Davon Reed,23,SG,10,0,47,37.6425,14.9,0.1209,0.5,0.2553,1.2,0.1277,6,5,12,0.4167,2,4,0.5,3,8,0.375,0,0,0,2,4,3,1,0,1,3,12,0,7135,19705,1727,82,1122,3,0.1064,0.2553,0.0089,0.0426,0.0851,0.0106,0.0638,0.1702,0.008,0,0,0,0.0426,0.0851,0.0638,0.0213,0,0.0213,0.0638,0,14,0.3446,nonTOT
PHI,51,31,62.19512195121951,189,8339880,Markelle Fultz,20,SG,19,15,427,247.538,198.6842,0.1927,0.4323,0.363,8.1579,0.1639,70,65,155,0.4194,4,14,0.2857,61,141,0.4326,21,37,0.5676,26,44,59,17,5,25,52,155,0.2387,7233,19805,2258,82,1223,2.36,0.1522,0.363,0.001,0.0094,0.0328,7e-4,0.1429,0.3302,0.001,0.0492,0.0867,0.0013,0.0609,0.103,0.1382,0.0398,0.0117,0.0585,0.1218,6e-4,175,2.2912,nonTOT
PHI,51,31,62.19512195121951,309,1740000,Furkan Korkmaz,21,SG,48,7,679,334.7847,313.4792,0.1786,0.4959,0.4109,5.8125,0.1576,107,98,245,0.4,47,144,0.3264,51,101,0.505,36,44,0.8182,16,91,52,29,2,25,62,279,0.1796,7233,19805,2258,82,1223,2.08,0.1443,0.3608,6e-4,0.0692,0.2121,5e-4,0.0751,0.1487,7e-4,0.053,0.0648,0.0012,0.0236,0.134,0.0766,0.0427,0.0029,0.0368,0.0913,3e-4,289,3.3378,nonTOT
PHI,51,31,62.19512195121951,376,77250,Shake Milton,22,SG,20,0,268,155.308,100.7,0.1503,0.4713,0.3246,4.35,0.1306,35,34,87,0.3908,14,44,0.3182,20,43,0.4651,5,7,0.7143,9,26,18,8,8,6,29,87,0.0805,7233,19805,2258,82,1223,3,0.1269,0.3246,0.0015,0.0522,0.1642,0.0012,0.0746,0.1604,0.0017,0.0187,0.0261,0.0027,0.0336,0.097,0.0672,0.0299,0.0299,0.0224,0.1082,3e-4,95,1.449,nonTOT
PHI,51,31,62.19512195121951,452,12250000,JJ Redick,34,SG,76,63,2379,227.7632,1209.6711,0.2185,0.557,0.5767,18.0526,0.0782,186,452,1027,0.4401,240,605,0.3967,212,422,0.5024,228,255,0.8941,20,166,206,32,17,101,129,1372,0.2483,7233,19805,2258,82,1223,2.0396,0.19,0.4317,2e-4,0.1009,0.2543,2e-4,0.0891,0.1774,2e-4,0.0958,0.1072,4e-4,0.0084,0.0698,0.0866,0.0135,0.0071,0.0425,0.0542,1e-4,1110,9.1574,nonTOT
PHI,51,31,62.19512195121951,495,2615160,Zhaire Smith,19,SG,6,2,111,88.3583,44,0.1643,0.5,0.3604,6.6667,0.1171,13,14,34,0.4118,6,16,0.375,8,18,0.4444,6,8,0.75,3,10,10,2,2,6,8,40,0.2353,7233,19805,2258,82,1223,1.6667,0.1261,0.3063,0.0037,0.0541,0.1441,0.0034,0.0721,0.1622,0.004,0.0541,0.0721,0.0068,0.027,0.0901,0.0901,0.018,0.018,0.0541,0.0721,0.0021,39,0.7432,nonTOT
SAS,48,34,58.536585365853654,46,6153846,Marco Belinelli,32,SG,79,1,1815,274.064,784.0886,0.1981,0.5196,0.4567,10.4937,0.1091,198,285,690,0.413,147,395,0.3722,138,295,0.4678,112,124,0.9032,16,182,132,35,8,72,121,829,0.1797,7248,19805,1720,82,992,1.8333,0.157,0.3802,2e-4,0.081,0.2176,2e-4,0.076,0.1625,3e-4,0.0617,0.0683,5e-4,0.0088,0.1003,0.0727,0.0193,0.0044,0.0397,0.0667,1e-4,713,6.5705,nonTOT
SAS,48,34,58.536585365853654,145,27739975,DeMar DeRozan,29,SG,77,77,2688,546.3603,1934.4156,0.2794,0.4832,0.6083,21.2338,0.1719,462,631,1313,0.4806,7,45,0.1556,624,1268,0.4921,366,441,0.8299,54,408,475,86,36,199,177,1635,0.3359,7248,19805,1720,82,992,2.3869,0.2347,0.4885,2e-4,0.0026,0.0167,1e-4,0.2321,0.4717,2e-4,0.1362,0.1641,3e-4,0.0201,0.1518,0.1767,0.032,0.0134,0.074,0.0658,1e-4,1738,12.8179,nonTOT
SAS,48,34,58.536585365853654,181,3125000,Bryn Forbes,25,SG,82,81,2293,552.0555,990.0244,0.1738,0.5676,0.4217,11.7927,0.1042,239,361,791,0.4564,176,413,0.4262,185,378,0.4894,69,78,0.8846,18,221,175,45,4,80,159,967,0.0986,7248,19805,1720,82,992,2.1875,0.1574,0.345,2e-4,0.0768,0.1801,2e-4,0.0807,0.1648,2e-4,0.0301,0.034,4e-4,0.0078,0.0964,0.0763,0.0196,0.0017,0.0349,0.0693,0,911,7.8962,nonTOT
SAS,48,34,58.536585365853654,540,2360160,Lonnie Walker,20,SG,17,0,118,96.0889,48.7647,0.203,0.4022,0.3814,2.6471,0.1441,17,16,46,0.3478,5,13,0.3846,11,33,0.3333,8,10,0.8,0,17,9,7,3,4,7,45,0.2174,7248,19805,1720,82,992,2.25,0.1356,0.3898,0.0029,0.0424,0.1102,0.0033,0.0932,0.2797,0.0028,0.0678,0.0847,0.0068,0,0.1441,0.0763,0.0593,0.0254,0.0339,0.0593,0.0018,45,0.8274,nonTOT
LAC,48,34,58.536585365853654,460,3050160,Jerome Robinson,21,SG,33,0,320,169.9518,116.6061,0.1674,0.4818,0.35,3.3939,0.1281,41,44,110,0.4,18,57,0.3158,26,53,0.4906,6,9,0.6667,3,38,19,11,3,13,46,112,0.0818,7178,19830,2340,82,1193,1.4615,0.1375,0.3438,0.0013,0.0562,0.1781,0.001,0.0813,0.1656,0.0015,0.0187,0.0281,0.0021,0.0094,0.1187,0.0594,0.0344,0.0094,0.0406,0.1437,3e-4,104,1.5508,nonTOT
LAC,48,34,58.536585365853654,520,1378242,Sindarius Thornwell,24,SG,64,1,313,132.8745,103.6875,0.1132,0.3776,0.1981,0.9688,0.1406,44,17,49,0.3469,3,15,0.2,14,34,0.4118,25,34,0.7353,5,39,18,14,7,20,41,62,0.6939,7178,19830,2340,82,1193,0.9,0.0543,0.1565,0.0011,0.0096,0.0479,6e-4,0.0447,0.1086,0.0013,0.0799,0.1086,0.0023,0.016,0.1246,0.0575,0.0447,0.0224,0.0639,0.131,0.0022,84,1.3213,nonTOT
LAC,48,34,58.536585365853654,555,8000000,Louis Williams,32,SG,75,1,1993,360.4291,1473.5867,0.3244,0.4714,0.7516,19.9733,0.1114,222,484,1138,0.4253,105,291,0.3608,379,847,0.4475,425,485,0.8763,40,182,402,57,11,181,80,1498,0.4262,7178,19830,2340,82,1193,2.221,0.2428,0.571,2e-4,0.0527,0.146,2e-4,0.1902,0.425,2e-4,0.2132,0.2434,4e-4,0.0201,0.0913,0.2017,0.0286,0.0055,0.0908,0.0401,2e-4,1295,10.2798,nonTOT
ORL,42,40,51.21951219512195,182,17000000,Evan Fournier,26,SG,81,81,2553,565.3949,1226.0988,0.2214,0.5094,0.4802,15.1358,0.1011,258,468,1069,0.4378,153,450,0.34,315,619,0.5089,137,170,0.8059,38,220,295,71,12,154,225,1226,0.159,7307,19780,1575,82,1082,1.9156,0.1833,0.4187,2e-4,0.0599,0.1763,1e-4,0.1234,0.2425,2e-4,0.0537,0.0666,3e-4,0.0149,0.0862,0.1156,0.0278,0.0047,0.0603,0.0881,1e-4,1074,8.9338,nonTOT
ORL,42,40,51.21951219512195,185,1050000,Melvin Frazier,22,SG,10,0,44,15.3512,4.9,0.2352,0.3333,0.3409,1.5,0.1136,5,7,21,0.3333,0,6,0,7,15,0.4667,1,4,0.25,3,2,1,1,0,1,6,15,0.1905,7307,19780,1575,82,1082,1,0.1591,0.4773,0.0076,0,0.1364,0,0.1591,0.3409,0.0106,0.0227,0.0909,0.0057,0.0682,0.0455,0.0227,0.0227,0,0.0227,0.1364,0.0043,4,0.1347,nonTOT
ORL,42,40,51.21951219512195,466,10500000,Terrence Ross,27,SG,81,0,2150,530.238,1132.8889,0.2391,0.5341,0.5688,15.0988,0.1302,280,440,1027,0.4284,217,566,0.3834,223,461,0.4837,126,144,0.875,27,253,135,72,29,90,119,1223,0.1402,7307,19780,1575,82,1082,1.5,0.2047,0.4777,2e-4,0.1009,0.2633,2e-4,0.1037,0.2144,2e-4,0.0586,0.067,4e-4,0.0126,0.1177,0.0628,0.0335,0.0135,0.0419,0.0553,1e-4,1044,8.7459,nonTOT
BRK,42,40,51.21951219512195,125,19332500,Allen Crabbe,26,SG,43,20,1133,311.9009,390.9302,0.1645,0.4987,0.3645,9.6047,0.1306,148,137,373,0.3673,98,259,0.3784,39,114,0.3421,41,56,0.7321,16,132,46,23,13,46,102,413,0.1501,7358,19980,2088,82,1236,1,0.1209,0.3292,3e-4,0.0865,0.2286,3e-4,0.0344,0.1006,3e-4,0.0362,0.0494,6e-4,0.0141,0.1165,0.0406,0.0203,0.0115,0.0406,0.09,1e-4,346,3.8202,nonTOT
BRK,42,40,51.21951219512195,209,1512601,Treveon Graham,25,SG,35,21,715,228.3726,213.5143,0.1279,0.4346,0.2573,5.2571,0.1497,107,64,191,0.3351,38,128,0.2969,26,63,0.4127,18,22,0.8182,23,84,34,13,7,17,68,184,0.1152,7358,19980,2088,82,1236,2,0.0895,0.2671,5e-4,0.0531,0.179,4e-4,0.0364,0.0881,6e-4,0.0252,0.0308,0.0011,0.0322,0.1175,0.0476,0.0182,0.0098,0.0238,0.0951,2e-4,197,2.504,nonTOT
BRK,42,40,51.21951219512195,229,8333333,Joe Harris,27,SG,76,76,2293,531.4831,1169.4079,0.1699,0.6223,0.454,13.6974,0.1269,291,374,748,0.5,183,386,0.4741,191,362,0.5276,110,133,0.8271,52,239,181,38,17,121,182,1041,0.1778,7358,19980,2088,82,1236,1.4959,0.1631,0.3262,2e-4,0.0798,0.1683,2e-4,0.0833,0.1579,2e-4,0.048,0.058,4e-4,0.0227,0.1042,0.0789,0.0166,0.0074,0.0528,0.0794,1e-4,1050,8.7836,nonTOT
BRK,42,40,51.21951219512195,356,47370,Tahjere McCall,24,SG,1,0,8,11.5299,3,0.1806,0.6667,0.5,4,0.125,1,2,3,0.6667,0,1,0,2,2,1,0,1,0,0,1,0,0,0,0,2,4,0.3333,7358,19980,2088,82,1236,0,0.25,0.375,0.0833,0,0.125,0,0.25,0.25,0.125,0,0.125,0,0,0.125,0,0,0,0,0.25,0.0417,3,0.1085,nonTOT
BRK,42,40,51.21951219512195,394,1634400,Dzanan Musa,19,SG,9,0,39,30.1427,12.5556,0.2895,0.4318,0.4872,2.1111,0.1282,5,9,22,0.4091,1,10,0.1,8,12,0.6667,0,2,0,1,4,2,2,0,4,1,19,0.0909,7358,19980,2088,82,1236,0.5,0.2308,0.5641,0.0105,0.0256,0.2564,0.0026,0.2051,0.3077,0.0171,0,0.0513,0,0.0256,0.1026,0.0513,0.0513,0,0.1026,0.0256,0.0023,9,0.2474,nonTOT
BRK,42,40,51.21951219512195,433,77250,Theo Pinson,23,SG,18,0,211,127.3622,92,0.2004,0.4247,0.3839,4.5,0.1706,36,25,73,0.3425,12,46,0.2609,13,27,0.4815,19,22,0.8636,4,32,21,6,0,18,15,81,0.3014,7358,19980,2088,82,1236,1.1667,0.1185,0.346,0.0016,0.0569,0.218,0.0012,0.0616,0.128,0.0023,0.09,0.1043,0.0041,0.019,0.1517,0.0995,0.0284,0,0.0853,0.0711,0.0014,75,1.2136,nonTOT
MIA,39,43,47.5609756097561,362,1544951,Rodney McGruder,27,SG,66,45,1550,383.8903,605.0303,0.1539,0.4892,0.3245,7.6212,0.1535,238,186,461,0.4035,79,225,0.3511,107,236,0.4534,52,72,0.7222,60,178,112,36,12,64,115,503,0.1562,7218,19730,1782,82,1208,1.75,0.12,0.2974,3e-4,0.051,0.1452,2e-4,0.069,0.1523,3e-4,0.0335,0.0465,5e-4,0.0387,0.1148,0.0723,0.0232,0.0077,0.0413,0.0742,1e-4,542,5.3491,nonTOT
MIA,39,43,47.5609756097561,455,9367200,Josh Richardson,25,SG,73,73,2539,603.3441,1246.4521,0.2094,0.4922,0.4762,16.5616,0.1036,263,423,1026,0.4123,164,460,0.3565,259,566,0.4576,199,231,0.8615,54,209,298,79,34,113,200,1209,0.2251,7218,19730,1782,82,1208,2.6372,0.1666,0.4041,2e-4,0.0646,0.1812,1e-4,0.102,0.2229,2e-4,0.0784,0.091,3e-4,0.0213,0.0823,0.1174,0.0311,0.0134,0.0445,0.0788,1e-4,1135,9.3117,nonTOT
MIA,39,43,47.5609756097561,536,2393887,Dwyane Wade,37,SG,72,2,1885,25.0206,1151.6944,0.2792,0.4781,0.5745,15.0417,0.1512,285,416,960,0.4333,86,261,0.3295,330,699,0.4721,165,233,0.7082,69,216,301,59,38,166,118,1083,0.2427,7218,19730,1782,82,1208,1.8133,0.2207,0.5093,2e-4,0.0456,0.1385,2e-4,0.1751,0.3708,3e-4,0.0875,0.1236,4e-4,0.0366,0.1146,0.1597,0.0313,0.0202,0.0881,0.0626,1e-4,988,8.3917,nonTOT
MIA,39,43,47.5609756097561,538,12705000,Dion Waiters,27,SG,44,28,1138,338.7098,498.5455,0.2113,0.5282,0.4631,11.9773,0.1019,116,198,478,0.4142,109,289,0.3772,89,189,0.4709,22,44,0.5,7,109,121,29,9,64,72,527,0.0921,7218,19730,1782,82,1208,1.8906,0.174,0.42,4e-4,0.0958,0.254,3e-4,0.0782,0.1661,4e-4,0.0193,0.0387,4e-4,0.0062,0.0958,0.1063,0.0255,0.0079,0.0562,0.0633,1e-4,436,4.5436,nonTOT
DET,41,41,50,83,838464,Bruce Brown,22,SG,74,56,1449,409.6746,466.3784,0.115,0.4363,0.2202,4.3108,0.1277,185,125,314,0.3981,24,93,0.2581,101,221,0.457,45,60,0.75,48,137,91,40,36,46,178,319,0.1911,7238,19855,1893,82,1135,1.9783,0.0863,0.2167,3e-4,0.0166,0.0642,2e-4,0.0697,0.1525,3e-4,0.0311,0.0414,5e-4,0.0331,0.0945,0.0628,0.0276,0.0248,0.0317,0.1228,1e-4,421,4.4258,nonTOT
DET,41,41,50,192,7000000,Langston Galloway,27,SG,80,4,1745,396.6696,598.7,0.1615,0.5034,0.3851,8.4,0.098,171,228,587,0.3884,135,380,0.3553,93,207,0.4493,81,96,0.8438,49,122,85,37,8,24,135,672,0.1635,7238,19855,1893,82,1135,3.5417,0.1307,0.3364,2e-4,0.0774,0.2178,2e-4,0.0533,0.1186,3e-4,0.0464,0.055,5e-4,0.0281,0.0699,0.0487,0.0212,0.0046,0.0138,0.0774,1e-4,575,5.5915,nonTOT
DET,41,41,50,303,3275280,Luke Kennard,22,SG,63,10,1437,492.5432,643.0952,0.1813,0.5404,0.4266,9.7302,0.1273,183,228,520,0.4385,106,269,0.3941,122,251,0.4861,51,61,0.8361,12,171,114,26,10,57,92,613,0.1173,7238,19855,1893,82,1135,2,0.1587,0.3619,3e-4,0.0738,0.1872,3e-4,0.0849,0.1747,3e-4,0.0355,0.0424,6e-4,0.0084,0.119,0.0793,0.0181,0.007,0.0397,0.064,1e-4,587,5.6788,nonTOT
DET,41,41,50,331,77250,Zach Lofton,26,SG,1,0,4,0,-1,0.2157,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7238,19855,1893,82,1135,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,-1,0,nonTOT
DET,41,41,50,516,838464,Khyri Thomas,22,SG,26,0,195,92.7724,49.8462,0.1722,0.3913,0.3128,2.3462,0.1026,20,22,69,0.3188,10,35,0.2857,12,34,0.3529,7,11,0.6364,4,16,8,7,5,4,22,61,0.1594,7238,19855,1893,82,1135,2,0.1128,0.3538,0.0016,0.0513,0.1795,0.0015,0.0615,0.1744,0.0018,0.0359,0.0564,0.0033,0.0205,0.0821,0.041,0.0359,0.0256,0.0205,0.1128,8e-4,46,0.8411,nonTOT
SAC,39,43,47.5609756097561,63,9000000,Bogdan Bogdanovic,26,SG,70,17,1947,534.9669,1055.3286,0.223,0.4959,0.5085,14.1429,0.1248,243,361,863,0.4183,134,372,0.3602,227,491,0.4623,134,162,0.8272,40,203,267,72,15,117,142,990,0.1877,7637,19730,1865,82,1095,2.2821,0.1854,0.4432,2e-4,0.0688,0.1911,2e-4,0.1166,0.2522,2e-4,0.0688,0.0832,4e-4,0.0205,0.1043,0.1371,0.037,0.0077,0.0601,0.0729,1e-4,940,8.084,nonTOT
SAC,39,43,47.5609756097561,244,3833760,Buddy Hield,26,SG,82,82,2615,631.3537,1642.2195,0.2513,0.5603,0.6482,20.6707,0.1576,412,623,1360,0.4581,278,651,0.427,345,709,0.4866,171,193,0.886,106,306,205,58,33,146,202,1695,0.1419,7637,19730,1865,82,1095,1.4041,0.2382,0.5201,2e-4,0.1063,0.2489,2e-4,0.1319,0.2711,2e-4,0.0654,0.0738,3e-4,0.0405,0.117,0.0784,0.0222,0.0126,0.0558,0.0772,1e-4,1498,11.4661,nonTOT
SAC,39,43,47.5609756097561,364,5460000,Ben McLemore,25,SG,19,0,158,96.512,61.7368,0.1942,0.5234,0.4747,3.9474,0.1076,17,25,64,0.3906,17,41,0.4146,8,23,0.3478,8,12,0.6667,3,14,4,6,3,5,22,75,0.1875,7637,19730,1865,82,1095,0.8,0.1582,0.4051,0.0025,0.1076,0.2595,0.0026,0.0506,0.1456,0.0022,0.0506,0.0759,0.0042,0.019,0.0886,0.0253,0.038,0.019,0.0316,0.1392,0.0012,57,0.9878,nonTOT
DAL,33,49,40.243902439024396,76,838464,Ryan Broekhoff,28,SG,42,0,453,175.3476,188.619,0.1427,0.6032,0.36870000000000003,3.9762,0.1391,63,57,126,0.4524,38,93,0.4086,19,33,0.5758,15,19,0.7895,8,55,22,6,4,16,35,167,0.1508,7122,19780,2076,82,1167,1.375,0.1258,0.2781,0.001,0.0839,0.2053,9e-4,0.0419,0.0728,0.0013,0.0331,0.0419,0.0017,0.0177,0.1214,0.0486,0.0132,0.0088,0.0353,0.0773,3e-4,173,2.2715,nonTOT
DAL,33,49,40.243902439024396,152,6569040,Luka Doncic,19,SG,72,72,2318,742.2696,1797.5694,0.3053,0.4975,0.6583,21.1944,0.2429,563,506,1186,0.4266,168,514,0.3268,338,672,0.503,346,485,0.7134,86,477,429,77,25,247,137,1526,0.4089,7122,19780,2076,82,1167,1.7368,0.2183,0.5116,2e-4,0.0725,0.2217,1e-4,0.1458,0.2899,2e-4,0.1493,0.2092,3e-4,0.0371,0.2058,0.1851,0.0332,0.0108,0.1066,0.0591,2e-4,1554,11.7861,nonTOT
DAL,33,49,40.243902439024396,345,77250,Daryl Macon,23,SG,8,0,90,54.2377,28.25,0.1723,0.463,0.3222,3.625,0.1333,12,10,27,0.3704,5,11,0.4545,5,16,0.3125,4,7,0.5714,2,10,7,1,0,6,8,29,0.2593,7122,19780,2076,82,1167,1.1667,0.1111,0.3,0.0041,0.0556,0.1222,0.0051,0.0556,0.1778,0.0035,0.0444,0.0778,0.0063,0.0222,0.1111,0.0778,0.0111,0,0.0667,0.0889,0.0029,23,0.5001,nonTOT
MIN,36,46,43.90243902439025,416,2163600,Josh Okogie,20,SG,74,52,1757,510.7422,643.1486,0.1537,0.4449,0.3244,7.7027,0.1241,218,196,508,0.3858,60,215,0.2791,136,293,0.4642,118,162,0.7284,41,177,91,88,33,63,166,570,0.3189,7483,19830,1995,82,1074,1.4444,0.1116,0.2891,2e-4,0.0341,0.1224,2e-4,0.0774,0.1668,3e-4,0.0672,0.0922,4e-4,0.0233,0.1007,0.0518,0.0501,0.0188,0.0359,0.0945,2e-4,581,5.6352,nonTOT
MIN,36,46,43.90243902439025,454,108953,Cam Reynolds,23,SG,19,0,259,151.5162,100.7368,0.1411,0.5577,0.3668,5,0.1197,31,33,78,0.4231,21,51,0.4118,12,27,0.4444,8,9,0.8889,4,27,13,6,2,5,26,95,0.1154,7483,19830,1995,82,1074,2.6,0.1274,0.3012,0.0016,0.0811,0.1969,0.0016,0.0463,0.1042,0.0017,0.0309,0.0347,0.0034,0.0154,0.1042,0.0502,0.0232,0.0077,0.0193,0.1004,4e-4,96,1.4604,nonTOT
