Tm,W,L,WinP_Tm,player_id,salary,player_name,Age,Pos,G,GS,MP,TrV,EFF,Tm_use_total,eFGp,PTS_per_MP,PTS_per_game,TRB_MP,TRB,FG,FGA,FGp,X3P,X3PA,X3Pp,X2P,X2PA,X2Pp,FT,FTA,FTp,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FTF,Tm_FGA,Tm_MP,Tm_FTA,Tm_G,Tm_TOV,ASTTOVR,FG_MP,FGA_MP,FGp_MP,X3P_MP,X3PA_MP,X3Pp_MP,X2P_MP,X2PA_MP,X2Pp_MP,FT_MP,FTA_MP,FTp_MP,ORB_MP,DRB_MP,AST_MP,STL_MP,BLK_MP,TOV_MP,PF_MP,FTF_MP,Creds,ApproxV,TOT
MIN,36,46,43.90243902439025,511,77250,Jared Terrell,23,SG,14,0,111,37.6425,23.2857,0.1956,0.359,0.2793,2.2143,0.0541,6,12,39,0.3077,4,17,0.2353,8,22,0.3636,3,6,0.5,1,5,12,3,2,10,16,31,0.1538,7483,19830,1995,82,1074,1.2,0.1081,0.3514,0.0028,0.036,0.1532,0.0021,0.0721,0.1982,0.0033,0.027,0.0541,0.0045,0.009,0.045,0.1081,0.027,0.018,0.0901,0.1441,0.0014,14,0.3446,nonTOT
MIN,36,46,43.90243902439025,561,77250,CJ Williams,28,SG,15,0,128,63.5232,45.6667,0.1328,0.5571,0.3047,2.6,0.0625,8,17,35,0.4857,5,16,0.3125,12,19,0.6316,0,1,0,1,7,12,6,0,5,16,39,0.0286,7483,19830,1995,82,1074,2.4,0.1328,0.2734,0.0038,0.0391,0.125,0.0024,0.0938,0.1484,0.0049,0,0.0078,0,0.0078,0.0547,0.0938,0.0469,0,0.0391,0.125,2e-4,41,0.7716,nonTOT
NOP,33,49,40.243902439024396,51,194220,Dairis Bertans,29,SG,12,0,167,30.7205,18.8333,0.1205,0.3617,0.2036,2.8333,0.053900000000000003,9,12,47,0.2553,10,34,0.2941,2,13,0.1538,0,0,0,2,7,10,1,0,2,7,34,0,7563,19755,1921,82,1215,5,0.0719,0.2814,0.0015,0.0599,0.2036,0.0018,0.012,0.0778,9e-4,0,0,0,0.012,0.0419,0.0599,0.006,0,0.012,0.0419,0,17,0.3987,nonTOT
NOP,33,49,40.243902439024396,112,1757429,Ian Clark,27,SG,60,6,973,280.5192,377.0333,0.193,0.4804,0.4121,6.6833,0.0915,89,151,383,0.3943,66,202,0.3267,85,181,0.4696,33,37,0.8919,13,76,94,22,8,58,95,401,0.0966,7563,19755,1921,82,1215,1.6207,0.1552,0.3936,4e-4,0.0678,0.2076,3e-4,0.0874,0.186,5e-4,0.0339,0.038,9e-4,0.0134,0.0781,0.0966,0.0226,0.0082,0.0596,0.0976,1e-4,320,3.6028,nonTOT
NOP,33,49,40.243902439024396,248,26641111,Jrue Holiday,28,SG,67,67,2402,570.8867,1756.8657,0.2544,0.5229,0.5912,21.194,0.1391,334,547,1159,0.472,118,363,0.3251,429,796,0.5389,208,271,0.7675,75,259,518,109,54,210,148,1420,0.2338,7563,19755,1921,82,1215,2.4667,0.2277,0.4825,2e-4,0.0491,0.1511,1e-4,0.1786,0.3314,2e-4,0.0866,0.1128,3e-4,0.0312,0.10780000000000001,0.2157,0.0454,0.0225,0.0874,0.0616,1e-4,1550,11.7633,nonTOT
NOP,33,49,40.243902439024396,381,8808685,E'Twaun Moore,29,SG,53,36,1463,338.7692,618.8868,0.1731,0.5526,0.4327,11.9434,0.0868,127,256,532,0.4812,76,176,0.4318,180,356,0.5056,45,59,0.7627,35,92,102,40,8,59,112,633,0.1109,7563,19755,1921,82,1215,1.7288,0.175,0.3636,3e-4,0.0519,0.1203,3e-4,0.123,0.2433,3e-4,0.0308,0.0403,5e-4,0.0239,0.0629,0.0697,0.0273,0.0055,0.0403,0.0766,1e-4,561,5.4891,nonTOT
CHO,39,43,47.5609756097561,30,1378242,Dwayne Bacon,23,SG,43,13,759,326.7846,321.5814,0.1677,0.5486,0.4163,7.3488,0.1173,89,122,257,0.4747,38,87,0.4368,84,170,0.4941,34,46,0.7391,8,81,47,12,5,18,72,316,0.179,7362,19830,1895,82,1001,2.6111,0.1607,0.3386,6e-4,0.0501,0.1146,6e-4,0.1107,0.224,7e-4,0.0448,0.0606,0.001,0.0105,0.1067,0.0619,0.0158,0.0066,0.0237,0.0949,2e-4,304,3.4669,nonTOT
CHO,39,43,47.5609756097561,316,7000000,Jeremy Lamb,26,SG,79,55,2250,602.1332,1355.9873,0.2249,0.499,0.5369,15.2911,0.1929,434,431,979,0.4402,115,330,0.3485,316,649,0.4869,231,260,0.8885,65,369,172,88,32,80,140,1208,0.2656,7362,19830,1895,82,1001,2.15,0.1916,0.4351,2e-4,0.0511,0.1467,2e-4,0.1404,0.2884,2e-4,0.1027,0.1156,4e-4,0.0289,0.164,0.0764,0.0391,0.0142,0.0356,0.0622,1e-4,1277,10.1724,nonTOT
CHO,39,43,47.5609756097561,346,77250,JP Macura,23,SG,2,0,17,17.5374,5,0.2283,0.3333,0.3529,3,0.1765,3,3,9,0.3333,0,4,0,3,5,0.6,0,0,0,0,3,2,0,0,0,0,6,0,7362,19830,1895,82,1001,Inf,0.1765,0.5294,0.0196,0,0.2353,0,0.1765,0.2941,0.0353,0,0,0,0,0.1765,0.1176,0,0,0,0,0,5,0.1592,nonTOT
CHO,39,43,47.5609756097561,379,3447480,Malik Monk,20,SG,73,0,1258,474.5854,590.8219,0.2457,0.4804,0.5191,8.9452,0.1089,137,227,586,0.3874,109,330,0.3303,118,256,0.4609,90,102,0.8824,16,121,117,37,19,86,106,653,0.1741,7362,19830,1895,82,1001,1.3605,0.1804,0.4658,3e-4,0.0866,0.2623,3e-4,0.0938,0.2035,4e-4,0.0715,0.0811,7e-4,0.0127,0.0962,0.093,0.0294,0.0151,0.0684,0.0843,1e-4,506,5.0803,nonTOT
LAL,37,45,45.1219512195122,94,12000000,Kentavious Caldwell-Pope,25,SG,82,23,2035,536.6349,919.2073,0.1813,0.5298,0.4609,11.439,0.117,238,325,756,0.4299,151,435,0.3471,174,321,0.5421,137,158,0.8671,48,190,110,73,13,65,137,938,0.209,7425,19780,1910,82,1284,1.6923,0.1597,0.3715,2e-4,0.0742,0.2138,2e-4,0.0855,0.1577,3e-4,0.0673,0.0776,4e-4,0.0236,0.0934,0.0541,0.0359,0.0064,0.0319,0.0673,1e-4,855,7.5293,nonTOT
LAL,37,45,45.1219512195122,233,1655160,Josh Hart,23,SG,67,22,1715,489.4994,669.1343,0.1346,0.5065,0.3061,7.8358,0.1446,248,189,464,0.4073,92,274,0.3358,97,190,0.5105,55,80,0.6875,35,213,93,64,40,58,147,525,0.1724,7425,19780,1910,82,1284,1.6034,0.1102,0.2706,2e-4,0.0536,0.1598,2e-4,0.0566,0.1108,3e-4,0.0321,0.0466,4e-4,0.0204,0.1242,0.0542,0.0373,0.0233,0.0338,0.0857,1e-4,612,5.8593,nonTOT
LAL,37,45,45.1219512195122,268,76236,Andre Ingram,33,SG,4,0,15,0,-3.25,0.1933,0,0,0,0.1333,2,0,6,0,0,3,0,0,3,0,0,0,0,1,1,0,1,0,1,0,0,0,7425,19780,1910,82,1284,0,0,0.4,0,0,0.2,0,0,0.2,0,0,0,0,0.0667,0.0667,0,0.0667,0,0.0667,0,0,-4,0,nonTOT
LAL,37,45,45.1219512195122,502,4449000,Lance Stephenson,28,SG,68,3,1123,357.4462,621.7353,0.2029,0.5104,0.4372,7.2206,0.1915,215,184,432,0.4259,73,197,0.3706,111,235,0.4723,50,73,0.6849,32,183,140,41,7,86,111,491,0.169,7425,19780,1910,82,1284,1.6279,0.1638,0.3847,4e-4,0.065,0.1754,3e-4,0.0988,0.2093,4e-4,0.0445,0.065,6e-4,0.0285,0.163,0.1247,0.0365,0.0062,0.0766,0.0988,2e-4,537,5.312,nonTOT
MEM,33,49,40.243902439024396,78,1656092,MarShon Brooks,30,SG,29,0,387,132.778,169.2759,0.2361,0.4941,0.491,6.5517,0.1163,45,76,169,0.4497,15,54,0.2778,61,115,0.5304,23,33,0.697,12,33,25,9,4,21,33,190,0.1953,6924,19880,1882,82,1147,1.1905,0.1964,0.4367,0.0012,0.0388,0.1395,7e-4,0.1576,0.2972,0.0014,0.0594,0.0853,0.0018,0.031,0.0853,0.0646,0.0233,0.0103,0.0543,0.0853,5e-4,149,2.0308,nonTOT
MEM,33,49,40.243902439024396,222,47370,Dusty Hannahs,25,SG,2,0,26,16.1365,5.5,0.2385,0.25,0.3077,4,0.0385,1,3,12,0.25,0,5,0,3,7,0.4286,2,2,1,0,1,5,1,0,1,1,8,0.1667,6924,19880,1882,82,1147,5,0.1154,0.4615,0.0096,0,0.1923,0,0.1154,0.2692,0.0165,0.0769,0.0769,0.0385,0,0.0385,0.1923,0.0385,0,0.0385,0.0385,0.0064,5,0.1592,nonTOT
MEM,33,49,40.243902439024396,501,77250,DJ Stephens,28,SG,1,0,7,4.0414,1,0.1915,0.5,0.2857,2,0,0,1,2,0.5,0,0,0,1,2,0.5,0,0,0,0,0,0,1,0,1,0,2,0,6924,19880,1882,82,1147,0,0.1429,0.2857,0.0714,0,0,0,0.1429,0.2857,0.0714,0,0,0,0,0,0,0.1429,0,0.1429,0,0,1,0.0476,nonTOT
WAS,32,50,39.02439024390244,43,25434262,Bradley Beal,25,SG,82,82,3028,690.0412,2203.2683,0.2842,0.5398,0.6932,25.5976,0.1357,411,764,1609,0.4748,209,596,0.3507,555,1013,0.5479,362,448,0.808,89,322,448,121,58,224,226,2099,0.2784,7387,19930,1963,82,1154,2,0.2523,0.5314,2e-4,0.069,0.1968,1e-4,0.1833,0.3345,2e-4,0.1196,0.148,3e-4,0.0294,0.1063,0.148,0.04,0.0192,0.074,0.0746,1e-4,1982,14.1452,nonTOT
WAS,32,50,39.02439024390244,365,77250,Jordan McRae,27,SG,27,0,333,177.3684,173.4444,0.2042,0.5077,0.4805,5.9259,0.1201,40,61,130,0.4692,10,35,0.2857,51,95,0.5368,28,35,0.8,6,34,30,13,7,15,26,160,0.2692,7387,19930,1963,82,1154,2,0.1832,0.3904,0.0014,0.03,0.1051,9e-4,0.1532,0.2853,0.0016,0.0841,0.1051,0.0024,0.018,0.1021,0.0901,0.039,0.021,0.045,0.0781,8e-4,159,2.1322,nonTOT
ATL,29,53,35.36585365853659,42,18089888,Kent Bazemore,29,SG,67,35,1643,393.2326,860.194,0.22,0.4718,0.4741,11.6269,0.1589,261,278,691,0.4023,96,300,0.32,182,391,0.4655,127,175,0.7257,37,224,152,89,42,121,170,779,0.2533,7524,19855,1918,82,1397,1.2562,0.1692,0.4206,2e-4,0.0584,0.1826,2e-4,0.1108,0.238,3e-4,0.0773,0.1065,4e-4,0.0225,0.1363,0.0925,0.0542,0.0256,0.0736,0.1035,2e-4,741,6.7631,nonTOT
ATL,29,53,35.36585365853659,48,1634640,DeAndre Bembry,24,SG,82,15,1931,559.3062,1001.2683,0.1722,0.487,0.3558,8.378,0.1854,358,275,616,0.4464,50,173,0.289,225,443,0.5079,87,136,0.6397,54,304,202,105,41,142,190,687,0.2208,7524,19855,1918,82,1397,1.4225,0.1424,0.319,2e-4,0.0259,0.0896,1e-4,0.1165,0.2294,3e-4,0.0451,0.0704,3e-4,0.028,0.1574,0.1046,0.0544,0.0212,0.0735,0.0984,1e-4,861,7.5689,nonTOT
ATL,29,53,35.36585365853659,220,1349383,Daniel Hamilton,23,SG,19,3,204,129.7552,92.1579,0.1568,0.45,0.2794,3,0.2304,47,23,60,0.3833,8,23,0.3478,15,37,0.4054,3,6,0.5,10,37,22,6,1,16,19,57,0.1,7524,19855,1918,82,1397,1.375,0.1127,0.2941,0.0019,0.0392,0.1127,0.0017,0.0735,0.1814,0.002,0.0147,0.0294,0.0025,0.049,0.1814,0.10780000000000001,0.0294,0.0049,0.0784,0.0931,5e-4,77,1.2378,nonTOT
ATL,29,53,35.36585365853659,259,2250960,Kevin Huerter,20,SG,75,59,2048,585.795,877.5467,0.157,0.5221,0.355,9.6933,0.1196,245,275,657,0.4186,136,353,0.3853,139,304,0.4572,41,56,0.7321,60,185,214,65,25,109,155,727,0.0852,7524,19855,1918,82,1397,1.9633,0.1343,0.3208,2e-4,0.0664,0.1724,2e-4,0.0679,0.1484,2e-4,0.02,0.0273,4e-4,0.0293,0.0903,0.1045,0.0317,0.0122,0.0532,0.0757,0,770,6.9606,nonTOT
ATL,29,53,35.36585365853659,483,47370,Jordan Sibert,26,SG,1,0,4,10.4678,3,0.1017,1.5,0.75,3,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7524,19855,1918,82,1397,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.1085,nonTOT
CHI,22,60,26.82926829268293,11,77250,Rawle Alkins,21,SG,10,1,120,84.662,46.2,0.1904,0.3718,0.3083,3.7,0.2167,26,13,39,0.3333,3,12,0.25,10,27,0.3704,8,12,0.6667,11,15,13,1,0,8,7,37,0.3077,7205,19905,1695,82,1159,1.625,0.1083,0.325,0.0028,0.025,0.1,0.0021,0.0833,0.225,0.0031,0.0667,0.1,0.0056,0.0917,0.125,0.1083,0.0083,0,0.0667,0.0583,0.0026,39,0.7432,nonTOT
CHI,22,60,26.82926829268293,58,1349383,Antonio Blakeney,22,SG,57,3,829,331.2892,330.386,0.2448,0.4646,0.5042,7.3333,0.1279,106,166,396,0.4192,36,91,0.3956,130,305,0.4262,50,76,0.6579,7,99,42,12,9,35,41,418,0.1919,7205,19905,1695,82,1159,1.2,0.2002,0.4777,5e-4,0.0434,0.1098,5e-4,0.1568,0.3679,5e-4,0.0603,0.0917,8e-4,0.0084,0.1194,0.0507,0.0145,0.0109,0.0422,0.0495,2e-4,296,3.3982,nonTOT
CHI,22,60,26.82926829268293,317,19500000,Zach LaVine,23,SG,63,62,2171,669.1354,1483.5873,0.305,0.5198,0.6872,23.6825,0.1354,294,530,1135,0.467,120,321,0.3738,410,814,0.5037,312,375,0.832,40,254,283,60,26,215,140,1492,0.3304,7205,19905,1695,82,1159,1.3163,0.2441,0.5228,2e-4,0.0553,0.1479,2e-4,0.1889,0.3749,2e-4,0.1437,0.1727,4e-4,0.0184,0.117,0.1304,0.0276,0.012,0.099,0.0645,2e-4,1272,10.1425,nonTOT
CHI,22,60,26.82926829268293,472,77250,Brandon Sampson,21,SG,14,2,214,118.1082,73.1429,0.1524,0.5583,0.3318,5.0714,0.0748,16,28,60,0.4667,11,29,0.3793,17,31,0.5484,4,6,0.6667,3,13,10,8,3,12,19,71,0.1,7205,19905,1695,82,1159,0.8333,0.1308,0.2804,0.0022,0.0514,0.1355,0.0018,0.0794,0.1449,0.0026,0.0187,0.028,0.0031,0.014,0.0607,0.0467,0.0374,0.014,0.0561,0.0888,5e-4,62,1.0521,nonTOT
PHO,19,63,23.170731707317074,67,3314365,Devin Booker,22,SG,64,64,2242,711.3006,1732.875,0.3291,0.5207,0.7583,26.5625,0.1182,265,586,1255,0.4669,135,414,0.3261,451,841,0.5363,393,454,0.8656,39,226,433,56,13,264,200,1700,0.3618,7164,19880,1858,82,1279,1.6402,0.2614,0.5598,2e-4,0.0602,0.1847,1e-4,0.2012,0.3751,2e-4,0.1753,0.2025,4e-4,0.0174,0.1008,0.1931,0.025,0.0058,0.1178,0.0892,2e-4,1473,11.3223,nonTOT
PHO,19,63,23.170731707317074,127,4698113,Jamal Crawford,38,SG,64,0,1211,-32.4542,584.4531,0.2075,0.4737,0.4195,7.9375,0.0702,85,174,438,0.3973,67,202,0.3317,107,236,0.4534,93,110,0.8455,8,77,229,33,12,99,75,508,0.2511,7164,19880,1858,82,1279,2.3131,0.1437,0.3617,3e-4,0.0553,0.1668,3e-4,0.0884,0.1949,4e-4,0.0768,0.0908,7e-4,0.0066,0.0636,0.1891,0.0273,0.0099,0.0818,0.0619,2e-4,487,4.9366,nonTOT
PHO,19,63,23.170731707317074,134,3258539,Troy Daniels,27,SG,51,1,760,242.1216,280.4706,0.1763,0.5455,0.4184,6.2353,0.0961,73,113,275,0.4109,74,194,0.3814,39,81,0.4815,18,23,0.7826,13,60,26,26,5,27,79,318,0.0836,7164,19880,1858,82,1279,0.963,0.1487,0.3618,5e-4,0.0974,0.2553,5e-4,0.0513,0.1066,6e-4,0.0237,0.0303,0.001,0.0171,0.0789,0.0342,0.0342,0.0066,0.0355,0.1039,1e-4,254,3.0297,nonTOT
PHO,19,63,23.170731707317074,187,198579,Jimmer Fredette,29,SG,6,0,65,26.6168,18.1667,0.242,0.2759,0.3385,3.6667,0.1077,7,8,29,0.2759,0,13,0,8,16,0.5,6,6,1,1,6,8,3,0,5,5,22,0.2069,7164,19880,1858,82,1279,1.6,0.1231,0.4462,0.0042,0,0.2,0,0.1231,0.2462,0.0077,0.0923,0.0923,0.0154,0.0154,0.0923,0.1231,0.0462,0,0.0769,0.0769,0.0032,14,0.3446,nonTOT
PHO,19,63,23.170731707317074,273,6041520,Josh Jackson,21,SG,79,29,1988,596.5652,1003.8101,0.2392,0.456,0.4577,11.519,0.1745,347,347,841,0.4126,73,225,0.3244,274,616,0.4448,143,213,0.6714,66,281,183,74,56,173,209,910,0.2533,7164,19880,1858,82,1279,1.0578,0.1745,0.423,2e-4,0.0367,0.1132,2e-4,0.1378,0.3099,2e-4,0.0719,0.1071,3e-4,0.0332,0.1413,0.0921,0.0372,0.0282,0.087,0.1051,1e-4,833,7.3835,nonTOT
NYK,17,65,20.73170731707317,14,77250,Kadeem Allen,26,SG,19,1,416,235.0554,246.6316,0.1961,0.5213,0.4543,9.9474,0.1226,51,65,141,0.461,17,36,0.4722,48,105,0.4571,42,54,0.7778,8,43,76,16,4,26,46,189,0.383,7241,19780,1956,82,1151,2.9231,0.1562,0.3389,0.0011,0.0409,0.0865,0.0011,0.1154,0.2524,0.0011,0.101,0.1298,0.0019,0.0192,0.1034,0.1827,0.0385,0.0096,0.0625,0.1106,9e-4,222,2.7387,nonTOT
NYK,17,65,20.73170731707317,154,1378242,Damyean Dotson,24,SG,73,40,2004,521.1219,810.0274,0.1733,0.5057,0.3887,10.6712,0.1307,262,290,698,0.4155,126,342,0.3684,164,356,0.4607,73,98,0.7449,34,228,135,58,10,71,135,779,0.1404,7241,19780,1956,82,1151,1.9014,0.1447,0.3483,2e-4,0.0629,0.1707,2e-4,0.0818,0.1776,2e-4,0.0364,0.0489,4e-4,0.017,0.1138,0.0674,0.0289,0.005,0.0354,0.0674,1e-4,740,6.7562,nonTOT
NYK,17,65,20.73170731707317,193,67370,Billy Garrett,24,SG,4,0,63,47.1115,21.5,0.2088,0.4074,0.4127,6.5,0.0476,3,11,27,0.4074,0,8,0,11,19,0.5789,4,4,1,0,3,7,1,1,2,3,26,0.1481,7241,19780,1956,82,1151,3.5,0.1746,0.4286,0.0065,0,0.127,0,0.1746,0.3016,0.0092,0.0635,0.0635,0.0159,0,0.0476,0.1111,0.0159,0.0159,0.0317,0.0476,0.0024,20,0.4504,nonTOT
NYK,17,65,20.73170731707317,524,3382000,Allonzo Trier,23,SG,64,3,1459,487.4065,721.1875,0.2145,0.4981,0.4764,10.8594,0.135,197,232,518,0.4479,52,132,0.3939,180,386,0.4663,179,223,0.8027,31,166,119,28,14,116,117,695,0.4305,7241,19780,1956,82,1151,1.0259,0.159,0.355,3e-4,0.0356,0.0905,3e-4,0.1234,0.2646,3e-4,0.1227,0.1528,6e-4,0.0212,0.1138,0.0816,0.0192,0.0096,0.0795,0.0802,3e-4,607,5.8233,nonTOT
CLE,19,63,23.170731707317074,114,12500000,Jordan Clarkson,26,SG,81,0,2214,567.4559,1217.3333,0.2764,0.5093,0.6161,16.8395,0.122,270,529,1180,0.4483,144,445,0.3236,385,735,0.5238,162,192,0.8438,82,188,196,57,13,135,112,1364,0.1627,7184,19755,1694,82,1106,1.4519,0.2389,0.533,2e-4,0.065,0.201,1e-4,0.1739,0.332,2e-4,0.0732,0.0867,4e-4,0.037,0.0849,0.0885,0.0257,0.0059,0.061,0.0506,1e-4,1084,8.9961,nonTOT
CLE,19,63,23.170731707317074,410,1512601,David Nwaba,26,SG,51,14,984,346.7035,440.4314,0.1459,0.5267,0.3394,6.549,0.1657,163,126,262,0.4809,24,75,0.32,102,187,0.5455,58,85,0.6824,41,122,54,36,17,29,106,334,0.3244,7184,19755,1694,82,1106,1.8621,0.128,0.2663,5e-4,0.0244,0.0762,3e-4,0.1037,0.19,6e-4,0.0589,0.0864,7e-4,0.0417,0.124,0.0549,0.0366,0.0173,0.0295,0.1077,3e-4,412,4.3547,nonTOT
CLE,19,63,23.170731707317074,490,14720000,JR Smith,33,SG,11,4,222,46.4195,72,0.1859,0.4177,0.3333,6.7273,0.0811,18,27,79,0.3418,12,39,0.3077,15,40,0.375,8,10,0.8,0,18,21,11,3,11,19,74,0.1266,7184,19755,1694,82,1106,1.9091,0.1216,0.3559,0.0015,0.0541,0.1757,0.0014,0.0676,0.1802,0.0017,0.036,0.045,0.0036,0,0.0811,0.0946,0.0495,0.0135,0.0495,0.0856,6e-4,62,1.0521,nonTOT
